Rk,Player,Season,Age,Tm,Lg,Ht,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
502,Eric Bledsoe\bledser01,2017-18,28,TOT,NBA,6-1,74,74,2322,468,989,343,629,125,360,252,317,51,233,284,370,149,42,216,185,1313,.473,.545,.347,.536,.795,.582
503,Trey Burke\burketr01,2017-18,25,NYK,NBA,6-1,36,9,785,193,384,155,279,38,105,37,57,13,58,71,170,24,4,43,43,461,.503,.556,.362,.552,.649,.563
504,Mike Conley\conlemi01,2017-18,30,MEM,NBA,6-1,12,12,373,64,168,40,91,24,77,53,66,0,27,27,49,12,3,18,24,205,.381,.440,.312,.452,.803,.520
505,Raymond Felton\feltora01,2017-18,33,OKC,NBA,6-1,82,2,1365,224,552,143,322,81,230,36,44,25,131,156,203,49,16,76,91,565,.406,.444,.352,.479,.818,.494
506,Tim Frazier\fraziti01,2017-18,27,WAS,NBA,6-1,59,11,838,68,172,51,116,17,56,23,30,18,97,115,194,47,7,57,97,176,.395,.440,.304,.445,.767,.475
507,Josh Gray\grayjo01,2017-18,24,PHO,NBA,6-1,5,0,86,11,41,8,28,3,13,7,11,2,8,10,12,8,2,7,8,32,.268,.286,.231,.305,.636,.349
508,Demetrius Jackson\jacksde01,2017-18,23,TOT,NBA,6-1,15,0,80,7,18,6,11,1,7,1,2,5,7,12,9,5,1,10,7,16,.389,.545,.143,.417,.500,.424
509,Mike James\jamesmi02,2017-18,27,TOT,NBA,6-1,36,10,687,123,321,97,223,26,98,64,84,13,77,90,126,28,7,49,48,336,.383,.435,.265,.424,.762,.469
510,Brandon Jennings\jennibr01,2017-18,28,MIL,NBA,6-1,14,0,205,27,72,18,39,9,33,10,10,5,26,31,44,6,4,18,11,73,.375,.462,.273,.438,1.000,.478
511,Kyle Lowry\lowryky01,2017-18,31,TOR,NBA,6-1,78,78,2510,403,944,165,348,238,596,223,261,66,368,434,537,85,19,183,192,1267,.427,.474,.399,.553,.854,.598
512,Josh Magette\magetjo01,2017-18,28,ATL,NBA,6-1,18,0,216,15,46,7,24,8,22,8,8,2,17,19,57,8,1,9,16,46,.326,.292,.364,.413,1.000,.464
513,Shabazz Napier\napiesh01,2017-18,26,POR,NBA,6-1,74,10,1535,223,531,141,313,82,218,116,138,26,144,170,150,81,14,90,84,644,.420,.450,.376,.497,.841,.544
514,Raul Neto\netora01,2017-18,25,UTA,NBA,6-1,41,0,498,69,151,50,104,19,47,26,35,7,42,49,75,13,4,36,38,183,.457,.481,.404,.520,.743,.550
515,Marcus Paige\paigema01,2017-18,24,CHO,NBA,6-1,5,0,28,4,14,2,6,2,8,2,2,0,4,4,3,0,0,0,0,12,.286,.333,.250,.357,1.000,.403
516,Jacob Pullen\pulleja01,2017-18,28,PHI,NBA,6-1,3,0,6,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,.500,1.000,.000,.500,,.500
517,Rajon Rondo\rondora01,2017-18,31,NOP,NBA,6-1,65,63,1705,231,494,181,344,50,150,25,46,31,232,263,533,70,10,151,119,537,.468,.526,.333,.518,.543,.522
518,Terry Rozier\roziete01,2017-18,23,BOS,NBA,6-1,80,16,2068,316,800,163,398,153,402,115,149,63,313,376,232,80,19,80,123,900,.395,.410,.381,.491,.772,.520
519,Dennis Schroder\schrode01,2017-18,24,ATL,NBA,6-1,67,67,2078,500,1146,424,884,76,262,225,265,44,164,208,417,72,6,183,147,1301,.436,.480,.290,.469,.849,.515
520,Kemba Walker\walkeke02,2017-18,27,CHO,NBA,6-1,80,80,2736,588,1363,357,762,231,601,363,420,32,216,248,444,91,24,179,98,1770,.431,.469,.384,.516,.864,.572
521,Derrick Walton\waltode01,2017-18,22,MIA,NBA,6-1,16,0,147,8,25,1,8,7,17,6,6,2,14,16,16,7,3,2,7,29,.320,.125,.412,.460,1.000,.525
522,Lou Williams\willilo02,2017-18,31,LAC,NBA,6-1,79,19,2589,582,1337,396,819,186,518,432,491,40,158,198,417,85,19,234,106,1782,.435,.484,.359,.505,.880,.574
523,D.J. Augustin\augusdj01,2017-18,30,ORL,NBA,6-0,75,36,1760,244,540,130,268,114,272,164,189,30,130,160,287,54,0,123,94,766,.452,.485,.419,.557,.868,.615
524,J.J. Barea\bareajo01,2017-18,33,DAL,NBA,6-0,69,10,1603,303,690,188,377,115,313,80,102,15,186,201,434,35,3,143,83,801,.439,.499,.367,.522,.784,.545
525,Aaron Brooks\brookaa01,2017-18,33,MIN,NBA,6-0,32,1,189,28,69,17,38,11,31,8,11,7,10,17,20,6,0,11,28,75,.406,.447,.355,.486,.727,.508
526,Isaiah Canaan\canaais01,2017-18,26,TOT,NBA,6-0,20,1,422,52,137,30,71,22,66,46,51,6,39,45,76,16,1,29,36,172,.380,.423,.333,.460,.902,.539
527,Darren Collison\collida01,2017-18,30,IND,NBA,6-0,69,64,2018,316,638,220,433,96,205,127,144,37,141,178,368,92,15,86,122,855,.495,.508,.468,.571,.882,.610
528,Jawun Evans\evansja01,2017-18,21,LAC,NBA,6-0,48,4,778,89,253,74,199,15,54,38,49,9,75,84,100,36,6,44,97,231,.352,.372,.278,.381,.776,.421
529,Yogi Ferrell\ferreyo01,2017-18,24,DAL,NBA,6-0,82,21,2282,311,730,177,371,134,359,82,103,26,223,249,201,64,9,78,153,838,.426,.477,.373,.518,.796,.540
530,Patty Mills\millspa02,2017-18,29,SAS,NBA,6-0,82,36,2107,280,682,126,268,154,414,105,118,26,128,154,229,55,11,106,128,819,.411,.470,.372,.523,.890,.558
531,Jameer Nelson\nelsoja01,2017-18,35,TOT,NBA,6-0,50,0,1013,95,244,54,120,41,124,16,20,13,91,104,179,27,4,67,81,247,.389,.450,.331,.473,.800,.489
532,Chris Paul\paulch01,2017-18,32,HOU,NBA,6-0,58,58,1847,367,798,223,419,144,379,203,221,37,276,313,457,96,14,128,141,1081,.460,.532,.380,.550,.919,.604
533,Ish Smith\smithis01,2017-18,29,DET,NBA,6-0,82,35,2043,389,801,354,700,35,101,81,116,27,197,224,360,64,20,108,140,894,.486,.506,.347,.507,.698,.525
534,Fred VanVleet\vanvlfr01,2017-18,23,TOR,NBA,6-0,76,0,1520,232,545,124,284,108,261,84,101,25,159,184,243,68,19,74,130,656,.426,.437,.414,.525,.832,.556
535,Shane Larkin\larkish01,2017-18,25,BOS,NBA,5-11,54,2,775,84,219,53,133,31,86,32,37,15,77,92,98,29,2,33,58,231,.384,.398,.360,.454,.865,.491
536,Frank Mason\masonfr01,2017-18,23,SAC,NBA,5-11,52,2,984,144,380,113,294,31,86,94,115,30,100,130,147,34,10,65,72,413,.379,.384,.360,.420,.817,.480
537,David Stockton\stockda01,2017-18,26,UTA,NBA,5-11,3,0,9,2,3,0,0,2,3,4,4,0,0,0,0,0,0,1,3,10,.667,,.667,1.000,1.000,1.050
538,Tyler Ulis\ulisty01,2017-18,22,PHO,NBA,5-10,71,43,1658,214,551,172,405,42,146,84,101,24,104,128,311,70,7,127,120,554,.388,.425,.288,.426,.832,.465
539,Kay Felder\feldeka01,2017-18,22,TOT,NBA,5-9,16,0,140,21,70,17,51,4,19,11,12,3,15,18,20,3,1,16,11,57,.300,.333,.211,.329,.917,.379
540,Isaiah Thomas\thomais02,2017-18,28,TOT,NBA,5-9,32,15,862,157,421,102,233,55,188,117,131,17,50,67,153,15,3,95,58,486,.373,.438,.293,.438,.893,.508
