rowid,votereg,age5,gender,has_voted,pp18_votelikely,turnout16,educ,educ4,educ2,race,race_t,race4,race3,race2,hispanic,state,senvote18,senvote18_t,senvote18_undecided,senvote18_undecided_t,senvote18_full,specsenvote18,specsenvote18_t,specsenvote18_undecided,specsenvote18_undecided_t,specsenvote18_full,housevote18,housevote18_t,housevote18_undecided_t,govvote18,govvote18_t,govvote18_undecided,govvote18_undecided_t,govvote18_full,EMOTIONS_1,EMOTIONS_2,EMOTIONS_3,EMOTIONS_4,EMOTIONS_5,EMOTIONS_6,EMOTIONS_7,EMOTIONS_8,EMOTIONS_9,EMOTIONS_10,EMOTIONS_11,EMOTIONS_12,EMOTIONS_13,EMOTIONS_14,EMOTIONS_15,EMOTIONS_16,EMOTIONS_17,direct,favor_labor,favor_dem,favor_rep,favor_aca,favor_mcconnell,favor_demcong,favor_repcong,favor_metoo,favor_blm,favor_dtrump,app_dtrmp,suprpty,campaign_contact_emails,campaign_contact_text,campaign_contact_mailer,campaign_contact_onlineads,campaign_contact_inperson,campaign_contact_phone,campaign_contact_TVads,campaign_contact_socialmedia,which_module,CONSENT,VOTE_GEN,NONVOTE_WHY_1,NONVOTE_WHY_2,NONVOTE_WHY_3,NONVOTE_WHY_4,NONVOTE_WHY_5,NONVOTE_WHY_6,NONVOTE_WHY_7,NONVOTE_WHY_t,VOTECONF,GENERATIONS,FAVORS,INSTITUTION,SYSTEM,EMPATHY,FT_Whites,FT_Blacks,FT_Latinos,LAZY_Whites,LAZY_Blacks,LAZY_Latinos,INTELLIGENT_Whites,INTELLIGENT_Blacks,INTELLIGENT_Latinos,RACE_IDENT,LINKFATE,FINPREP,DESERVE_poor,DESERVE_rich,CUSTOMS,SPEAK,ENRICH,SERVICES,JOBS,FLAG,PATH,BORDER,DEPORT,SOCIALDOMINANCE_PRIORITIES,SOCIALDOMINANCE_NOTPUSH,SOCIALDOMINANCE_EQUALIDEAL,SOCIALDOMINANCE_SUPERIOR,REMARKS,OFFEND,APPRECIATE,GENDERPERSONALITY_INDEP,GENDERPERSONALITY_EMOT,GENDERPERSONALITY_CONFIDENT,GENDERPERSONALITY_HELPFUL,GENDERPERSONALITY_DECISIONS,POP_1,POP_2,POP_3,ICE,BAIL_item,WELTEST,PUBLICINT,GREENJOB,POLFEE,PUBLICGEN,BOND,FREECOLL,WEALTH,AVR,M4A,MARREP,MARAM,MARLEG,YEMEN,SOLITARY,GUNS,POLCORRECT,NDIVERSE,NDEMS,SOURCES_1,SOURCES_2,SOURCES_3,SOURCES_4,SOURCES_5,SOURCES_6,SOURCES_7,SOURCES_8,SOURCES_9,SOURCES_10,SOURCES_11,SOURCES_12,SOURCES_13,SOURCES_14,SOURCES_15,SOURCES_16,SOURCES_17,pp18_polactions_txt,pid3,pid3_t,pid7,dtrpsupp,ideo5,presvote16post,presvote16post_t,djtrelct,housevote16post,e14_presvote12,e14_presvote12_t,union_combined_1,union_combined_5,union_combined_2,union_combined_6,union_combined_3,union_combined_4,marstat,child18,religpew,religpew_t,pew_bornagain,pew_churatd,employ,job,faminc_new,pp18_polactions_1,pp18_polactions_2,pp18_polactions_3,pp18_polactions_4,pp18_polactions_5,pp18_polactions_6,pp18_polactions_7,pp18_polactions_8,weight_DFP,house2_imputed,house3,pid7_dems,pid7_oths,pid7_reps,gov2_imputed,gov3,sen2_imputed,sen3,housevote18_undecided,housevote18_full,USR,hostile_sexism_raw,hostile_sexism_scaled,racial_resentment_raw,racial_resentment_scaled,fear_of_demographic_change_raw,fear_of_demographic_change_scaled,which_sample
2675,1,3,2,0,1,1,4,2,1,6,NA,4,1,2,2,6,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,1,4,1,6,1,4,1,3,4,4,1,3,3,3,3,4,3,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,1,4,1,60,52,51,4,6,7,1,1,1,4,3,1,7,1,5,4,1,5,2,3,3,5,4,1,5,1,5,5,4,5,4,5,5,5,3,1,1,5,3,3,5,2,1,1,1,3,1,1,3,1,1,3,1,3,2,1,2,8,40,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,NA,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,1,1,10,NA,2,6,7,NA,7,2,2,2,2,2,2,2,1,0.7026,1,1,1,NA,NA,1,1,1,1,NA,1,2,1,0.083333333,5,0.083333333,3,0.25,Final 2018_11_27
2676,1,3,2,0,1,1,3,2,1,1,NA,1,1,1,2,21,NA,,NA,,NA,NA,,NA,NA,NA,3,,,NA,,NA,,NA,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,4,2,4,4,4,4,1,1,3,2,4,3,3,4,4,4,4,1,1,4,2,2,2,2,2,2,1,I wasn't interested in politics untill I seen how dirty and unfair everybody was treating President Trump,1,5,1,5,1,1,50,51,50,4,4,4,4,4,5,1,1,2,4,4,1,1,6,1,1,2,2,1,1,1,2,2,5,1,1,4,4,2,1,4,2,6,3,2,5,6,1,1,1,6,6,5,6,1,5,6,2,2,3,6,4,3,4,6,30,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,NA,2,NA,7,1,4,2,NA,1,4,4,NA,2,2,2,2,1,2,1,1,1,NA,1,4,7,NA,7,2,2,2,2,1,2,2,2,1.0346,0,2,NA,NA,7,0,NA,0,NA,NA,3,1,9,0.75,12,0.666666667,8,0.6667,Final 2018_11_27
2677,1,3,2,0,2,2,2,1,1,1,NA,1,1,1,2,54,1,,NA,,1,NA,,NA,NA,NA,15,,,NA,,NA,,NA,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,6,6,6,3,5,6,6,1,4,2,2,5,4,3,3,4,4,4,4,4,1,1,2,2,2,2,1,2,2,2,NA,NA,6,6,6,6,6,100,99,100,4,4,4,2,2,2,1,3,5,7,1,2,2,3,3,1,2,3,1,1,3,3,3,3,5,5,5,2,3,3,4,1,3,3,3,3,3,3,1,3,3,3,1,3,3,2,1,2,3,1,3,3,1,4,5,10,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,3,NA,8,NA,2,7,NA,1,NA,2,NA,2,2,2,2,1,2,1,1,11,NA,1,6,2,NA,4,2,2,2,2,2,2,2,1,1.2728,1,3,NA,8,NA,1,NA,1,1,15,15,1,0,0,10,0.5,8,0.6667,Final 2018_11_27
2678,1,4,2,0,1,1,3,2,1,1,NA,1,1,1,2,21,NA,,NA,,NA,NA,,NA,NA,NA,3,,,NA,,NA,,NA,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,2,4,4,4,4,1,1,3,3,2,4,2,4,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,3,3,100,79,81,6,1,2,7,3,3,1,5,1,4,4,1,1,3,1,3,2,2,1,1,3,3,3,3,2,3,3,3,3,2,5,5,3,3,3,1,4,1,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,4,5,50,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,7,1,3,2,NA,1,2,2,NA,2,2,2,2,1,2,1,1,1,NA,1,2,7,NA,9,2,2,2,2,1,2,2,2,1.0754,0,2,NA,NA,7,0,NA,0,NA,NA,3,1,7,0.583333333,12,0.666666667,8,0.6667,Final 2018_11_27
2679,1,3,2,0,2,1,2,1,1,2,NA,2,2,2,2,37,NA,,NA,,NA,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,1,4,2,1,4,3,3,4,4,3,3,4,3,4,3,1,1,2,2,2,2,1,2,2,2,NA,2,2,2,2,4,1,73,97,33,6,6,4,2,2,3,3,2,4,5,4,2,2,2,2,2,3,2,4,5,4,4,4,4,2,4,1,2,2,2,5,2,1,2,1,3,3,2,3,4,3,3,1,3,3,3,2,2,4,1,2,2,3,2,6,45,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,1,NA,1,NA,2,1,NA,2,1,4,NA,2,2,2,2,1,2,1,2,1,NA,2,2,9,NA,1,2,2,2,2,2,2,2,1,1.2221,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,8,0.666666667,6,0.166666667,7,0.5833,Final 2018_11_27
2680,1,4,2,1,8,1,4,2,1,1,NA,1,1,1,2,34,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,4,1,4,1,2,4,4,2,3,3,3,3,1,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,5,1,95,NA,71,3,3,5,2,5,4,4,2,2,6,1,4,2,1,2,2,1,4,4,5,1,5,1,2,2,4,5,4,4,2,3,4,2,2,4,1,4,2,1,2,1,1,1,1,1,1,1,4,1,1,1,3,1,3,4,30,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,NA,1,NA,1,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,3,2,10,NA,NA,5,1,NA,8,2,2,2,2,1,2,2,2,0.8061,1,1,1,NA,NA,1,NA,1,1,NA,1,2,4,0.333333333,4,0,6,0.5,Final 2018_11_27
2681,1,1,2,1,7,1,5,3,2,4,NA,4,1,2,2,5,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,4,1,5,2,4,2,2,4,4,1,4,4,3,3,4,4,2,4,1,1,2,1,2,2,2,2,2,2,NA,2,1,5,5,5,1,60,48,53,6,5,7,1,3,3,4,2,2,7,1,5,5,2,2,2,1,2,5,5,1,1,2,5,5,5,5,4,5,3,4,5,2,6,5,1,6,2,1,1,1,6,2,2,1,1,1,5,2,1,6,6,1,1,8,60,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,NA,1,NA,1,1,NA,2,1,4,NA,2,2,2,2,1,2,5,2,11,NA,2,6,2,NA,1,2,2,2,2,2,2,2,1,1.5926,1,1,1,NA,NA,1,1,1,NA,NA,1,1,0,0,8,0.333333333,7,0.5833,Final 2018_11_27
2682,1,2,1,0,1,1,2,1,1,1,NA,1,1,1,2,13,NA,,NA,,NA,NA,,NA,NA,NA,15,,cam ward,3,,NA,,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,4,4,3,4,2,4,3,4,4,1,1,3,4,4,4,4,4,3,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,5,2,5,50,50,50,4,4,4,4,4,4,1,4,1,4,4,1,2,5,1,1,3,2,1,1,3,3,5,3,3,3,3,5,2,2,3,1,5,5,1,5,6,1,5,5,3,1,5,5,5,5,5,1,6,1,4,5,3,4,6,21,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,NA,3,NA,3,NA,3,2,NA,1,2,2,NA,2,2,2,2,1,2,5,2,11,NA,2,5,9,NA,97,2,2,2,2,2,2,2,1,3.0246,0,3,NA,3,NA,0,2,1,NA,14,14,2,6,0.5,15,0.916666667,12,1,Final 2018_11_27
2683,1,2,2,0,1,1,3,2,1,2,NA,2,2,2,2,12,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,3,4,6,1,2,4,5,2,2,3,4,4,3,3,4,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,3,4,1,68,78,48,6,7,5,4,7,5,3,4,5,7,4,1,2,1,2,3,3,2,3,2,2,3,3,5,4,5,5,5,4,1,5,1,3,5,2,3,3,1,3,6,6,6,1,5,6,1,2,6,1,2,6,4,1,3,2,70,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,NA,1,NA,1,NA,3,2,NA,1,1,1,NA,2,2,2,2,1,2,3,1,1,NA,1,2,1,NA,3,2,2,2,2,2,2,2,1,0.9862,1,1,1,NA,NA,1,1,1,1,NA,1,2,1,0.083333333,7,0.25,5,0.4167,Final 2018_11_27
2684,1,2,2,1,8,1,3,2,1,1,NA,1,1,1,2,8,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,4,1,1,4,4,1,1,1,3,3,4,1,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,5,1,33,77,78,4,6,6,4,4,4,3,4,1,7,2,5,5,1,5,4,1,4,5,4,1,5,1,5,5,4,5,4,3,2,5,3,2,2,5,2,1,5,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,8,65,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,NA,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,9,NA,2,6,8,NA,11,2,2,1,2,1,1,2,2,0.9958,1,1,1,NA,NA,1,1,1,NA,NA,1,2,1,0.083333333,4,0,1,0.0833,Final 2018_11_27
2685,1,1,2,0,3,1,4,2,1,1,NA,1,1,1,2,1,NA,,NA,,NA,NA,,NA,NA,NA,1,,,3,,NA,,3,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,3,2,3,2,2,3,3,2,2,3,2,2,5,4,4,4,3,1,4,3,4,1,1,3,2,2,2,1,2,2,1,I have too many kids to keep up with in a polling place,2,5,3,1,4,1,50,50,45,3,4,5,4,4,4,1,2,5,6,1,4,4,1,5,3,2,6,2,2,2,3,3,4,6,3,2,3,5,3,2,4,4,2,4,4,1,2,1,1,2,1,1,2,1,1,6,1,2,2,3,4,2,3,5,35,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,NA,5,NA,4,NA,3,3,NA,2,2,4,NA,2,2,2,2,1,2,1,1,12,NA,2,5,4,NA,6,2,2,2,2,2,2,2,1,1.5933,1,1,NA,4,NA,0,2,0,NA,NA,1,2,NA,NA,5,0.083333333,2,0.1667,Final 2018_11_27
2686,1,4,2,1,7,1,3,2,1,1,NA,1,1,1,2,12,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,4,2,4,2,3,4,1,1,4,2,2,3,3,4,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,4,1,2,50,51,50,4,4,4,4,4,4,2,2,4,NA,4,3,2,5,1,5,2,3,1,4,NA,NA,NA,NA,2,1,NA,4,3,2,5,3,5,5,2,6,2,1,6,6,5,6,5,5,3,4,5,2,3,5,6,5,3,4,1,35,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,4,Constitutional Conservative,5,2,5,2,NA,1,2,2,NA,2,2,2,2,1,2,1,1,1,NA,1,1,7,NA,8,2,1,1,1,1,2,2,2,0.769,0,2,NA,5,NA,0,2,0,2,NA,3,2,NA,NA,12,0.666666667,8,0.6667,Final 2018_11_27
2687,1,4,2,1,7,2,4,2,1,1,NA,1,1,1,2,12,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,1,4,1,1,4,4,2,1,1,1,1,1,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,1,83,100,100,5,6,7,2,2,2,1,3,2,7,1,5,5,1,5,5,1,3,5,5,1,5,1,5,5,5,5,4,4,4,5,3,5,5,5,4,3,5,3,1,1,1,3,2,1,1,1,3,1,1,1,2,1,1,9,8,1,2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,NA,1,NA,1,NA,2,7,NA,2,NA,1,NA,2,2,2,2,1,2,1,2,10,NA,NA,6,6,NA,12,1,1,1,2,1,1,2,2,0.7979,1,1,1,NA,NA,1,1,1,1,NA,1,2,0,0,4,0,0,0,Final 2018_11_27
2688,1,3,2,0,1,1,4,2,1,1,NA,1,1,1,2,17,NA,,NA,,NA,NA,,NA,NA,NA,3,,,6,,NA,,6,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,3,2,3,1,4,5,4,2,5,2,2,2,3,4,3,3,3,1,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,5,1,80,85,81,4,4,4,4,4,4,1,3,2,7,1,2,1,2,2,2,2,3,1,1,1,5,1,5,4,3,5,4,5,2,5,4,1,4,2,5,2,1,1,2,1,1,5,2,1,1,2,1,1,1,4,3,2,4,4,85,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,NA,2,NA,6,2,6,2,NA,3,1,1,NA,2,2,1,2,2,2,3,1,11,NA,2,3,1,NA,4,2,2,2,2,2,2,2,1,0.8833,0,2,NA,NA,6,1,3,0,NA,NA,3,2,3,0.25,4,0,7,0.5833,Final 2018_11_27
2689,1,1,2,0,1,1,6,4,2,1,NA,1,1,1,2,36,3,,NA,,3,NA,,NA,NA,NA,7,Eric Trump,,3,,NA,,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,4,4,2,4,6,4,2,4,4,1,1,4,2,4,3,3,4,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,2,3,89,51,NA,6,2,4,4,4,4,4,3,1,4,4,2,1,4,1,2,2,5,1,1,3,3,3,3,1,2,2,4,3,2,4,2,5,3,4,5,6,1,5,4,6,2,5,5,5,6,4,6,6,5,3,5,3,4,8,95,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,2,NA,7,1,5,2,NA,1,2,2,NA,2,2,2,2,1,2,5,2,5,NA,2,2,1,NA,97,2,2,2,2,2,2,2,1,1.5618,0,3,NA,NA,7,0,2,0,2,NA,7,3,10,0.833333333,13,0.75,10,0.8333,Final 2018_11_27
2690,1,1,1,0,1,1,3,2,1,7,NA,4,1,2,2,42,7,Neil Gale,NA,,7,NA,,NA,NA,NA,16,,,15,,15,,15,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,4,4,4,2,1,4,4,5,1,1,4,3,3,4,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,5,1,1,80,75,3,6,6,7,2,2,1,3,1,7,1,5,5,3,5,5,1,5,5,5,1,5,1,5,4,5,5,5,2,2,4,1,1,1,2,1,1,5,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,4,78,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,NA,4,Green,4,NA,1,4,NA,2,4,4,NA,2,2,2,2,1,2,5,2,11,NA,2,5,8,NA,97,1,1,1,2,1,1,2,2,2.6938,1,3,NA,4,NA,1,3,1,3,NA,16,2,1,0.083333333,4,0,2,0.1667,Final 2018_11_27
2691,1,2,2,0,1,1,4,2,1,1,NA,1,1,1,2,17,NA,,NA,,NA,NA,,NA,NA,NA,3,,,3,,NA,,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,4,5,3,2,6,3,2,3,4,4,4,3,4,4,4,2,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,5,2,58,38,56,4,4,4,3,3,3,2,3,1,6,5,2,3,4,2,2,2,3,2,2,3,3,2,5,3,3,3,5,3,2,4,2,2,2,3,6,3,1,3,2,3,2,1,1,1,3,3,3,1,2,2,5,3,4,9,35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,2,NA,6,2,4,2,NA,1,2,2,NA,1,2,2,2,2,2,3,1,1,NA,2,6,1,NA,2,2,2,2,2,2,2,2,1,1.0738,0,2,NA,NA,6,0,2,0,NA,NA,3,1,6,0.5,7,0.25,9,0.75,Final 2018_11_27
2692,1,2,2,0,1,1,2,1,1,3,NA,3,3,2,1,48,3,,NA,,3,NA,,NA,NA,NA,1,,,3,,NA,,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,1,4,3,2,5,3,1,1,1,1,4,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,5,2,84,80,95,6,4,7,4,4,4,1,5,2,7,2,1,4,3,2,1,3,6,1,1,5,3,4,5,5,1,1,3,4,2,5,2,2,3,1,6,4,2,6,2,6,3,6,2,1,1,3,2,6,1,2,3,2,3,9,75,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,NA,2,NA,6,2,4,1,NA,1,2,1,NA,2,1,2,2,2,2,5,2,2,NA,2,5,1,NA,3,2,2,2,2,2,2,2,1,0.7355,1,1,NA,NA,6,0,2,0,2,NA,1,2,8,0.666666667,7,0.25,9,0.75,Final 2018_11_27
2693,1,4,2,0,1,1,3,2,1,1,NA,1,1,1,2,17,NA,,NA,,NA,NA,,NA,NA,NA,3,,,3,,NA,,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,4,1,4,1,4,4,1,1,4,2,2,3,3,2,2,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,4,5,3,98,49,79,6,3,6,2,4,4,3,3,2,4,4,1,1,3,1,2,2,2,1,1,3,2,4,4,4,4,4,4,4,4,4,4,3,3,1,5,5,1,2,4,3,1,3,5,1,2,3,2,2,4,2,1,5,4,5,5,2,1,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,NA,2,NA,7,1,5,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,1,NA,1,5,7,NA,10,2,2,1,2,1,2,2,2,0.8226,0,2,NA,NA,7,0,2,0,NA,NA,3,NA,3,0.25,9,0.416666667,9,0.75,Final 2018_11_27
2694,1,1,1,0,2,2,3,2,1,2,NA,2,2,2,2,37,NA,,NA,,NA,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,1,2,2,5,1,3,5,4,4,3,2,3,4,4,3,4,4,4,3,1,1,3,1,1,1,1,2,2,2,NA,NA,2,1,1,4,1,80,56,100,6,3,5,3,5,5,1,5,5,7,1,5,5,1,2,4,1,1,5,5,1,5,1,4,2,5,5,4,2,3,5,1,1,2,4,4,1,5,1,1,1,5,1,1,1,5,5,1,1,5,4,1,1,1,4,40,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,NA,2,NA,6,3,4,7,NA,2,NA,4,NA,2,2,2,2,1,2,5,2,1,NA,2,5,8,NA,3,2,2,2,2,1,2,2,2,2.7115,1,1,NA,NA,6,0,NA,0,NA,NA,1,2,3,0.25,5,0.083333333,4,0.3333,Final 2018_11_27
2695,1,4,2,0,1,1,2,1,1,1,NA,1,1,1,2,17,NA,,NA,,NA,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,1,4,3,4,1,2,4,1,1,4,3,1,3,3,2,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,5,1,99,1,9,4,3,3,4,4,5,3,1,5,6,4,1,1,5,1,2,2,5,1,1,1,5,1,5,3,5,5,4,4,3,4,2,3,1,1,5,1,1,3,1,1,1,3,1,1,1,3,3,3,1,4,5,4,4,6,50,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,NA,2,NA,6,1,3,2,NA,1,2,2,NA,2,2,2,2,1,2,4,2,1,NA,2,5,6,NA,3,2,2,1,1,1,2,1,2,0.7489,0,2,NA,NA,6,0,2,0,NA,NA,3,1,2,0.166666667,8,0.333333333,11,0.9167,Final 2018_11_27
2696,1,1,2,0,1,2,1,1,1,1,NA,1,1,1,2,41,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,5,2,4,2,1,4,3,1,3,4,3,3,4,4,3,4,1,1,2,1,2,2,2,2,2,2,NA,NA,2,2,2,5,1,90,96,91,7,7,7,1,1,1,3,1,5,7,1,4,4,1,4,4,2,2,4,4,2,5,5,5,2,2,2,2,5,5,5,4,2,4,2,2,2,2,2,1,1,1,2,3,1,2,2,4,1,1,2,2,2,3,4,75,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,NA,6,5,2,7,NA,2,NA,4,NA,2,2,1,2,2,2,5,1,9,NA,2,6,2,NA,2,2,2,2,2,2,2,2,1,1.0019,1,1,NA,NA,6,1,1,0,NA,NA,1,2,9,0.75,5,0.083333333,2,0.1667,Final 2018_11_27
2697,1,4,2,0,1,1,3,2,1,1,NA,1,1,1,2,36,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,4,2,4,1,2,4,4,1,3,3,3,4,4,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,4,1,75,77,81,4,6,5,2,2,2,3,3,2,7,2,5,5,1,5,5,1,3,5,5,NA,5,1,5,4,5,5,5,3,2,4,1,2,4,4,4,3,3,2,2,1,2,3,3,1,1,1,3,2,4,1,3,1,1,9,35,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,NA,1,NA,3,1,NA,2,1,1,NA,2,2,2,2,2,2,1,2,2,NA,2,2,5,NA,9,2,2,1,2,1,2,2,2,0.9506,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,0.083333333,5,0.083333333,0,0,Final 2018_11_27
2698,1,1,2,1,7,1,4,2,1,1,NA,1,1,1,2,37,NA,,NA,,NA,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,6,6,3,1,1,4,3,1,4,4,4,3,4,4,3,4,1,1,2,1,2,2,2,2,2,2,NA,4,2,6,3,5,1,49,100,100,5,4,7,4,4,4,2,3,4,7,1,5,5,1,5,3,1,3,5,6,1,5,1,5,5,5,5,4,3,3,5,3,2,3,4,2,3,1,2,2,1,1,1,2,1,2,1,1,2,1,3,6,1,1,2,75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,NA,2,NA,2,1,NA,2,1,4,NA,2,2,2,1,2,2,1,1,11,NA,2,4,1,NA,6,2,2,2,2,2,2,2,1,1.0088,1,1,2,NA,NA,1,NA,1,NA,NA,1,2,0,0,6,0.166666667,2,0.1667,Final 2018_11_27
2699,1,2,2,0,1,1,3,2,1,6,NA,4,1,2,2,18,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,4,1,4,2,4,1,1,4,4,1,3,3,3,3,1,1,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,1,5,1,24,50,51,6,6,7,2,4,4,1,5,1,6,2,5,5,2,2,5,2,2,5,2,2,3,3,5,5,4,5,5,5,1,5,2,4,5,1,5,6,6,5,2,1,1,5,2,1,1,1,1,1,1,1,2,1,3,1,40,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,NA,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,1,1,11,NA,NA,6,7,NA,11,1,1,1,1,1,2,2,2,0.6328,1,1,1,NA,NA,1,NA,1,1,NA,1,2,1,0.083333333,4,0,4,0.3333,Final 2018_11_27
